INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN4_0,FN4_0TN3_6,FN3_5TN3_1,FN3_0TN2_6,FN2_5TN2_1,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,
2020,82,.5578026795,,,,,,,,,,,,,,,,,,,,,,
2020,85,.2743527369,0,0,0,0,0,0,.000001927,.0234879496,6.6908281968,62.5230205419,30.1462183609,.6161073708,.0003356491,.0000000039,0,0,0,0,,,,
2020,88,.5,,,,,,,,,,,,,,,,,,,,,,
2020,89,.9,,,,,,,,0,1,14.2,45.5,33.5,5.6,.2,0,0,0,0,,,,
2020,90,0,0,0,1,1.5,3,5,8,10,15,25,15,8,5,2.5,1,0,0,0,,,,
2020,91,.5,0,0,0,0,0,0,0,0,10,35,45,10,0,0,0,0,0,0,,,,
2020,93,.9,,,,,,,,,2.5,15,50,20,10,2.5,,,,,,,,
2020,95,-.4041943941,.0100966799,.0624964308,.3012716202,1.1310651217,3.3070699214,7.5305296665,13.3546973329,18.4445878507,19.8394779587,16.6194981245,10.842562866,5.5089949276,2.1799130718,.6717881801,.1612322522,.0301368504,.0043870257,.0001941189,,,,
2020,96,.5,,,,,,,5,7,13,20,25,15,10,5,,,,,,,,
2020,97,.4,,,,,,,,,,,,,,,,,,,,,,
2020,98,.3,,,,,,,,,10,60,30,,,,,,,,,,,
2020,99,.45,,,,,,,,,10,30,60,,,,,,,,,,,
2020,101,.2,,,,,,,,10,20,40,20,10,,,,,,,,,,
2020,102,.5,,,,,,,,,,,,,,,,,,,,,,
2020,103,.3,,,,,,,,,,,,,,,,,,,,,,
2020,105,.5,,,,,,,,,,15,85,,,,,,,,,,,
2020,107,.6053345921,0,0,0,0,0,0,0,0,.0014652019,16.0948532073,82.5054936355,1.3981843551,.0000036002,0,0,0,0,0,,,,
2020,109,.1845976412,0,0,0,0,0,0,0,0,5,90,5,0,0,0,0,0,0,0,,,,
2020,110,.2,0,0,0,0,0,0,0,0,.030999969,98.8444011556,1.1245988754,0,0,0,0,0,0,0,,,,
2020,112,.2,,,,,,,5,10,20,30,20,10,5,,,,,,,,,
2020,114,.6,,,,,,,,,,,,,,,,,,,,,,
2020,115,.3,.0001456453,.0009629771,.0097571315,.0696129102,.3717767034,1.4867019182,4.4527193463,9.9903068618,16.7940538663,21.1544928371,19.9683134583,14.1242856004,7.4859360457,2.9725093884,.8841335332,.1969382149,.0328430239,.004510538,,,,
2020,117,.4,,,,,,,,,,,,,,,,,,,,,,
2020,118,.4,,,,,,,,,,,,,,,,,,,,,,
2020,119,.8,,,,,,,,5,5,10,60,10,5,5,,,,,,,,
2020,121,.44,0,0,0,0,0,0,1,5,13,22,25,20,10,3,1,0,0,0,,,,
2020,127,.2,0,0,0,0,0,2,5,10,17,30,17,11,5,2,1,0,0,0,,,,
2020,128,.4,,,,,,,,2,8,60,27,3,,,,,,,,,,
2020,131,.1,,,,,,,,5,25,45,25,,,,,,,,,,,
2021,4,.2,.5,1,1,2,3,4,5,10,15,20,15,12.5,7.5,2.5,1,,,,,,,
2021,5,1.2,,,,,,,,,,5,10,35,30,15,5,,,,,,,
2021,6,1,,,,,,,,,,10,45,35,10,,,,,,,,,
2021,7,1,,,,,,,,,,,,,,,,,,,,,,
2021,14,.7,,,,,,,0,1,10,24,34,24,6,1,0,0,0,0,,,,
2021,15,1,,,,,,,,5,10,15,20,20,15,10,5,,,,,,,
2021,16,.9,0,0,0,0,1,2,3,5,8,15,20,18,13,10,4,1,0,0,,,,
2021,20,.8,,,,,,,,,12,15,30,25,15,3,,,,,,,,
2021,22,1.1,,,,,,,,,,,35,50,15,,,,,,,,,
2021,23,1,,,,,,,,,5,15,23,25,20,10,2,,,,,,,
2021,24,.8633848084,,,,,,,,2.5,5,20,30,25,10,5,2.5,,,,,,,
2021,26,1.7,,,,,,,,,5,10,15,20,25,15,5,5,,,,,,
2021,30,.919,,,,,,,,,,10,40,40,10,,,,,,,,,
2021,32,2,.0000055967,.0000395887,.0003404709,.002350664,.0134249263,.0634277443,.2479279842,.9384415995,2.3431379273,5.0773852388,9.1454772248,13.6136345334,16.7705341898,17.0974020434,14.4252804625,10.0722147367,5.8200021816,4.3689728871,,,,
2021,33,1.5,,,,,,,,,1,9,17,21,22,17,10,3,,,,,,
2021,35,,,,,,,,,,,10,50,40,,,,,,,,,,
2021,36,.7,,,,,,,,5,20,25,30,20,,,,,,,,,,
2021,39,1.14,,,,,,,,,5,15,25,30,20,5,,,,,,,,
2021,41,2,,,,,,,,,,,,,25,50,25,,,,,,,
2021,45,1,,,,,,,,,5,15,35,20,15,10,,,,,,,,
2021,47,1.3,,,,,,,,,,,,,,,,,,,,,,
2021,52,.9,0,0,0,0,0,0,0,1,3,16,33,30,13,3,1,0,0,0,,,,
2021,54,,,,,,,,,,10,20,50,20,,,,,,,,,,
2021,56,.7,,,,,,,,,,30,40,30,,,,,,,,,,
2021,61,.8,,,,,,,,,10,20,35,25,10,,,,,,,,,
2021,65,1,,,,,,,,,,10,20,50,20,,,,,,,,,
2021,68,.6,,,,,,,,,,,,,,,,,,,,,,
2021,72,1.6,,,,,,,,,,,,,,,,,,,,,,
2021,73,.6,,,,,,,,,,40,50,10,,,,,,,,,,
2021,80,1.2,0,0,0,0,0,0,0,1.4115092291,4.7774158523,14.223669924,22.0412595005,23.2356134638,17.6981541802,9.9891422367,4.4516829533,1.6286644951,.542888165,0,,,,
2021,82,1.2006468184,,,,,,,,,,,,,,,,,,,,,,
2021,85,.7216667649,0,0,0,.0000000015,.0000008324,.0001705822,.0132850707,.3970141302,4.6052266121,20.9846879747,37.932539313,27.3227149383,7.8223705171,.8825459207,.0387838158,.0006560527,.0000042283,.0000000103,,,,
2021,88,1,,,,,,,,,,,,,,,,,,,,,,
2021,89,1.8,,,,,,,,0,0,0,.9,24,37.1,25,11.9,1.1,0,0,,,,
2021,90,.9,0,0,0,0,2,2,3,5,10,20,25,20,10,2,1,0,0,0,,,,
2021,91,1.3,0,0,0,0,0,0,0,0,2.5,7.5,17.5,37.5,25,10,0,0,0,0,,,,
2021,93,1.8,,,,,,,,,,2.5,10,12.5,35,25,15,,,,,,,
2021,95,.9621723558,.0174773573,.0580820938,.1713833062,.4490084579,1.0444803631,2.1572763852,3.9561345339,6.4416343179,9.3128119678,11.9543331325,13.6247840177,13.7877579713,12.3884630105,9.8832767847,7.0007446988,4.402985698,2.4587255925,.8906403109,,,,
2021,96,1,,,,,,,,3,5,15,20,25,15,10,5,2,,,,,,
2021,97,.7,,,,,,,,,,,,,,,,,,,,,,
2021,98,1.5,,,,,,,,,5,15,30,35,15,,,,,,,,,
2021,99,1.28,,,,,,,,,,,30,70,,,,,,,,,,
2021,101,1,,,,,,,,,5,15,25,30,20,5,,,,,,,,
2021,102,1.3,,,,,,,,,,,,,,,,,,,,,,
2021,103,1.2,,,,,,,,,,,,,,,,,,,,,,
2021,105,1.2,,,,,,,,,,,,90,10,,,,,,,,,
2021,107,1.0063132968,0,0,0,.0000000006,.000000286,.0000550854,.0043964364,.1464784632,2.0548205648,12.2479365266,31.2732594629,34.3821747045,16.284926671,3.3090708032,.2862716527,.01044883,.0001594995,.0000010132,,,,
2021,109,.7766547904,0,0,0,0,0,0,0,5,5,20,40,20,5,5,0,0,0,0,,,,
2021,110,1.1,0,0,.0000000005,.0000001044,.0000109537,.0006069608,.0178076174,.2775612086,2.3064800913,10.2528603959,24.4496158056,31.3354019328,21.5962357135,7.9971959627,1.587858692,.1685427914,.0095310462,.0002907232,,,,
2021,112,.7,,,,,,,,5,10,20,30,20,10,5,,,,,,,,
2021,114,.7,,,,,,,,,,,,,,,,,,,,,,
2021,115,1,.0000026908,.0000255082,.0003828658,.0040994732,.0328430239,.1969382149,.8841335332,2.9725093884,7.4859360457,14.1242856004,19.9683134583,21.154492837,16.7940538663,9.9903068618,4.4527193463,1.4867019182,.3717767034,.0804786642,,,,
2021,117,1,,,,,,,,,,,,,,,,,,,,,,
2021,118,.5,,,,,,,,,,,,,,,,,,,,,,
2021,119,1.1,,,,,,,,,5,5,10,60,10,5,5,,,,,,,
2021,121,1.24,0,0,0,0,0,1,2,3,7,15,20,25,20,6,1,0,0,0,,,,
2021,127,.5,0,0,0,0,0,.5,1,5,10,15,25,17,14,7,4,1,.5,0,,,,
2021,128,1.2,,,,,,1,1,2,4,7,15,40,15,7,4,2,1,1,,,,
2021,131,.7,,,,,,,,,10,15,60,10,5,,,,,,,,,
2021Jun,4,.2,.5,1,1,2,3,4,5,10,15,20,15,12.5,7.5,2.5,1,,,,,,,
2021Jun,5,1.4,,,,,,,,,,5,15,35,30,15,,,,,,,,
2021Jun,6,1.1,,,,,,,,,,5,35,45,15,,,,,,,,,
2021Jun,7,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,14,.7,,,,,,,0,2,11,24,34,22,6,1,0,0,0,0,,,,
2021Jun,15,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,16,1.9,0,0,0,0,0,0,1,2,3,5,8,16,20,17,13,10,4,1,,,,
2021Jun,20,.6,,,,,,,,2,13,25,30,17,10,3,,,,,,,,
2021Jun,22,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,23,.9,,,,,,,,2,7,22,25,23,15,5,1,,,,,,,
2021Jun,24,.9672776773,,,,,,,,,5,15,25,30,20,5,,,,,,,,
2021Jun,26,1.8,,,,,,,,,5,10,15,20,25,15,5,5,,,,,,
2021Jun,30,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,32,2.1,,,,,,,,,,,,,,,,,,,,,,
2021Jun,33,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,35,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,36,1.25,,,,,,,,,,10,25,30,25,10,,,,,,,,
2021Jun,39,.62,,,,,,,,,25,40,15,10,10,,,,,,,,,
2021Jun,41,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,45,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,47,1.6,,,,,,,,,,,,,,,,,,,,,,
2021Jun,52,.7,0,0,0,0,0,0,0,1,8,22,35,23,8,2,1,0,0,0,,,,
2021Jun,54,,,,,,,,,,10,30,40,20,,,,,,,,,,
2021Jun,56,.4,,,,,,,,10,10,30,30,10,10,,,,,,,,,
2021Jun,61,.7,,,,,,,,,10,20,35,25,10,,,,,,,,,
2021Jun,65,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,68,.5,,,,,,,,,,,,,,,,,,,,,,
2021Jun,72,1,,,,,,,,,,,,,,,,,,,,,,
2021Jun,73,.6,,,,,,,,,,40,50,10,,,,,,,,,,
2021Jun,80,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,82,1.2464308542,,,,,,,,,,,,,,,,,,,,,,
2021Jun,85,.4721306931,0,0,0,0,0,0,0,.0000000449,.0539034415,33.9566402467,65.2651302254,.7243203179,.0000057236,0,0,0,0,0,,,,
2021Jun,88,1.3,,,,,,,,,,,,,,,,,,,,,,
2021Jun,89,2,,,,,,,,0,0,0,.9,10.8,37.1,38.2,11.9,1.1,0,0,,,,
2021Jun,90,.6,0,0,0,.5,1.5,2,5,10,15,18,18,13,10,5,2,0,0,0,,,,
2021Jun,91,1.3,0,0,0,0,0,0,0,0,2.5,5,17.5,37.5,27.5,10,0,0,0,0,,,,
2021Jun,93,2.1,,,,,,,,,,5,10,10,25,35,15,,,,,,,
2021Jun,95,.9104932051,.0000253959,.0003033343,.0028216638,.0204416259,.1153325748,.506774693,1.7342201582,4.6218933557,9.593166681,15.507094727,19.5220431699,19.1402002559,14.6148400056,8.6909656388,4.0250231257,1.451760937,.4078009307,.0452917268,,,,
2021Jun,96,1.1,,,,,,,,5,7,10,20,25,15,10,5,3,,,,,,
2021Jun,97,.9,,,,,,,,,,,,,,,,,,,,,,
2021Jun,98,1.3,,,,,,,,,5,20,25,35,15,,,,,,,,,
2021Jun,99,1.5,,,,,,,,,,,,,,,,,,,,,,
2021Jun,101,1,,,,,,,,,,,,,,,,,,,,,,
2021Jun,102,1.4,,,,,,,,,,,,,,,,,,,,,,
2021Jun,103,,,,,,,,,,,,,,,,,,,,,,,
2021Jun,105,1,,,,,,,,,,,,95,5,,,,,,,,,
2021Jun,107,1.267908834,0,0,0,.0000000137,.0000020431,.0001566702,.0061841554,.1261118847,1.3339097893,7.3468341945,21.143811946,31.8750656043,25.1973716407,10.4384171302,2.26134801,.2553536376,.0149721221,.0004611582,,,,
2021Jun,109,.8,0,0,0,0,0,0,0,5,5,20,40,20,5,5,0,0,0,0,,,,
2021Jun,110,1.4,0,.0000000014,.0000001011,.0000048667,.0001517071,.0030659525,.0402150997,.3427368434,1.8999657414,6.8574900568,16.1275285504,24.7288410796,24.7288410794,16.1275285504,6.8574900568,1.8999657414,.3427368434,.0434377285,,,,
2021Jun,112,.3,,,,,,,5,10,20,30,20,10,5,,,,,,,,,
2021Jun,114,1.1,,,,,,,,,,,,,,,,,,,,,,
2021Jun,115,1.1,.0000014532,.0000144914,.0002301345,.0026114012,.0221702553,.1408680558,.6700857817,2.3869520399,6.3687761243,12.7306778026,19.0674291669,21.4000516412,17.9982493831,11.342856706,5.3561071352,1.8947162203,.502017446,.1161847614,,,,
2021Jun,117,1.2,,,,,,,,,,,,,,,,,,,,,,
2021Jun,118,.6,,,,,,,,,,,,,,,,,,,,,,
2021Jun,119,,,,,,,,,,,5,5,80,5,5,,,,,,,,
2021Jun,121,1.3,0,0,0,0,0,1,2,3,7,15,20,25,20,6,1,0,0,0,,,,
2021Jun,127,.3,0,0,0,0,.5,1,5,10,15,25,17,14,7,4,1,.5,0,0,,,,
2021Jun,128,1,,,,,,1,1,2,4,10,20,40,10,5,4,2,1,,,,,
2021Jun,131,.9,,,,,,,,,5,10,40,20,15,10,,,,,,,,
2022,4,,,,,,,,,,,,,,,,,,,,,,,
2022,5,1.7,,,,,,,,,,5,10,25,35,20,5,,,,,,,
2022,6,1.2,,,,,,,,,,10,15,40,30,5,,,,,,,,
2022,7,,,,,,,,,,,,,,,,,,,,,,,
2022,14,.8,,,,,,,1,3,10,19,25,23,13,5,1,0,0,0,,,,
2022,15,1.2,,,,,,,,5,5,10,20,25,15,10,5,5,,,,,,
2022,16,1.2,,,,,1,1,3,4,6,11,15,20,15,11,6,4,2,1,,,,
2022,20,1.3,,,,,,,,,5,12,20,30,20,10,3,,,,,,,
2022,22,1.1,,,,,,,,,,10,25,40,15,10,,,,,,,,
2022,23,1.2,,,,,,,,,5,15,22,25,21,10,2,,,,,,,
2022,24,1.1827692804,,,,,,,1,2,6,12,28,14,14,12,6,4,1,,,,,
2022,26,1.4,,,,,,,,,,10,20,30,30,10,,,,,,,,
2022,30,1.258,,,,,,,,,,,25,50,25,,,,,,,,,
2022,32,,,,,,,,,,,,,,,,,,,,,,,
2022,33,1.67,,,,,,,,,,2,14,22,26,26,7,3,,,,,,
2022,35,,,,,,,,,,,,,,,,,,,,,,,
2022,36,1,,,,,,,,,10,20,25,25,15,5,,,,,,,,
2022,39,1.62,,,,,,,,,,5,10,30,35,15,5,,,,,,,
2022,41,,,,,,,,,,,,,,,,,,,,,,,
2022,45,1.2,,,,,,,,,5,10,25,25,20,10,5,,,,,,,
2022,47,,,,,,,,,,,,,,,,,,,,,,,
2022,52,,,,,,,,,,,,,,,,,,,,,,,
2022,54,,,,,,,,,,,35,50,15,,,,,,,,,,
2022,56,.8,,,,,,,,,10,20,40,20,10,,,,,,,,,
2022,61,,,,,,,,,,,,,,,,,,,,,,,
2022,65,,,,,,,,,,,,,,,,,,,,,,,
2022,68,1.3,,,,,,,,,,,,,,,,,,,,,,
2022,72,1.5,,,,,,,,,,,,,,,,,,,,,,
2022,73,1.1,,,,,,,,,,10,25,35,30,,,,,,,,,
2022,80,1.64,0,0,0,0,0,0,.108577633,1.0857763301,3.4744842562,9.4462540717,15.0922909881,20.3040173724,22.2584147665,13.897937025,8.6862106406,2.9315960912,1.7372421281,.9771986971,,,,
2022,82,,,,,,,,,,,,,,,,,,,,,,,
2022,85,1.3831705124,0,0,0,.0000000016,.0000003197,.00003282,.0017138832,.0456930467,.6244498707,4.3927571129,15.9681381728,30.0860670866,29.4297765589,14.9449039012,3.93297575,.5347148,.0374106061,.0013660696,,,,
2022,88,1.4,,,,,,,,,,,,,,,,,,,,,,
2022,89,2,,,,,,,,0,0,0,.9,10.8,37.1,38.2,11.9,1.1,0,0,,,,
2022,90,1.3,0,0,0,0,0,0,2.5,5,5,10,12.5,25,17.5,10,5,5,2.5,0,,,,
2022,91,1.4,0,0,0,0,0,0,0,0,2.5,7.5,12.5,32.5,27.5,15,2.5,0,0,0,,,,
2022,93,,,,,,,,,,,,,,,,,,,,,,,
2022,95,1.2996074799,.0003129618,.0020053699,.0108018779,.0489109048,.1861717506,.5956944041,1.6022670832,3.6228299836,6.8859307156,11.0021863432,14.7773648601,16.6846326428,15.8357250969,12.6345829599,8.4739426658,4.7776219748,2.2643298845,.5946885205,,,,
2022,96,1.2,,,,,,,,3,5,10,20,25,20,10,5,2,,,,,,
2022,97,,,,,,,,,,,,,,,,,,,,,,,
2022,98,1,,,,,,,,,,20,30,35,10,5,,,,,,,,
2022,99,1.29,,,,,,,,,,,20,70,10,,,,,,,,,
2022,101,1.2,,,,,,,,,5,10,20,30,20,15,,,,,,,,
2022,102,1.2,,,,,,,,,,,,,,,,,,,,,,
2022,103,1.4,,,,,,,,,,,,,,,,,,,,,,
2022,105,1.5,,,,,,,,,,,,,95,5,,,,,,,,
2022,107,1.3453850824,0,0,0,.0000000008,.0000002069,.0000266721,.001658867,.0499935053,.7337002808,5.2709998493,18.627344708,32.5020388583,28.0520463003,11.9701064042,2.518485729,.2601473154,.0131256552,.0003256474,,,,
2022,109,1.3,0,0,0,0,0,0,0,5,5,5,15,40,15,5,5,5,0,0,,,,
2022,110,,,,,,,,,,,,,,,,,,,,,,,
2022,112,1.3,,,,,,,,,5,10,20,30,20,10,5,,,,,,,
2022,114,1.2,,,,,,,,,,,,,,,,,,,,,,
2022,115,,,,,,,,,,,,,,,,,,,,,,,
2022,117,1.3,,,,,,,,,,,,,,,,,,,,,,
2022,118,1.2,,,,,,,,,,,,,,,,,,,,,,
2022,119,1,,,,,,,,,5,5,10,60,10,5,5,,,,,,,
2022,121,1.15,0,0,0,0,0,1,2,3,7,15,22,25,19,5,1,0,0,0,,,,
2022,127,1.2,0,0,0,0,0,0,5.5407383568,3.2049151374,5.5763395688,8.0579193385,10.4813830916,12.9354022877,12.2726225167,12.2728806689,10.4818240463,8.0584278463,5.5768087842,5.5407383568,,,,
2022,128,1.5,,,,,,,1,2,3,6,10,15,35,15,6,4,2,1,,,,
2022,131,1,,,,,,,,,5,10,15,50,15,5,,,,,,,,
2022Jun,4,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,5,1.6,,,,,,,,,,5,10,25,35,20,5,,,,,,,
2022Jun,6,1.2,,,,,,,,,,10,15,40,30,5,,,,,,,,
2022Jun,7,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,14,.8,,,,,,,1,4,11,19,25,22,12,5,1,0,0,0,,,,
2022Jun,15,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,16,1.2,0,0,0,0,0,1,2,3,5,8,17,20,16,13,10,4,1,0,,,,
2022Jun,20,1.3,,,,,,,,,5,12,20,30,20,10,3,,,,,,,
2022Jun,22,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,23,1.2,,,,,,,,,5,15,22,25,21,10,2,,,,,,,
2022Jun,24,1.2061591198,,,,,,,1,2,6,12,28,14,14,12,6,4,1,,,,,
2022Jun,26,1.4,,,,,,,,,,10,20,30,30,10,,,,,,,,
2022Jun,30,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,32,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,33,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,35,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,36,1,,,,,,,,,10,20,25,25,15,5,,,,,,,,
2022Jun,39,1.96,,,,,,,,,,5,15,30,30,15,5,,,,,,,
2022Jun,41,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,45,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,47,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,52,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,54,,,,,,,,,,,30,50,20,,,,,,,,,,
2022Jun,56,.8,,,,,,,,,10,20,40,20,10,,,,,,,,,
2022Jun,61,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,65,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,68,1.2,,,,,,,,,,,,,,,,,,,,,,
2022Jun,72,1.4,,,,,,,,,,,,,,,,,,,,,,
2022Jun,73,1,,,,,,,,,,10,30,50,10,,,,,,,,,
2022Jun,80,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,82,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,85,1.3803507687,0,0,0,0,.0000000002,.0000001254,.0000349939,.003701375,.1497331196,2.3422228682,14.33942042,34.7322654846,33.4993241335,12.8622850302,1.9524475485,.1158843353,.0026572035,.0000233621,,,,
2022Jun,88,1.4,,,,,,,,,,,,,,,,,,,,,,
2022Jun,89,2,,,,,,,,0,0,0,.9,10.8,37.1,38.2,11.9,1.1,0,0,,,,
2022Jun,90,1.1,0,0,0,0,0,1,5,5,5,10,15,20,15,10,6,5.5,2.5,0,,,,
2022Jun,91,1.5,0,0,0,0,0,0,0,0,0,7.5,12.5,27.5,35,12.5,5,0,0,0,,,,
2022Jun,93,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,95,2.0296583311,.0000033616,.0000343829,.0002910994,.0020400603,.011834434,.0568269977,.225873186,.7431515495,2.0239176703,4.5625857636,8.5139674284,13.1509059587,16.8144282514,17.7955445069,15.5898954307,11.3051900529,6.7860222255,2.4174876402,,,,
2022Jun,96,1,,,,,,,3,5,7,10,20,25,15,10,5,,,,,,,
2022Jun,97,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,98,.9,,,,,,,,,,20,35,30,10,5,,,,,,,,
2022Jun,99,1.3,,,,,,,,,,,,,,,,,,,,,,
2022Jun,101,1.4,,,,,,,,,,,,,,,,,,,,,,
2022Jun,102,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,103,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,105,1.1,,,,,,,,,,,5,95,,,,,,,,,,
2022Jun,107,1.309478024,0,0,.0000000007,.0000001032,.0000090623,.0004421692,.0120112676,.182134079,1.545938025,7.3644664973,19.7344825206,29.7951632708,25.3637844956,12.1704576062,3.2876365881,.4989634125,.0424392565,.0020716454,,,,
2022Jun,109,1.3,0,0,0,0,0,0,0,5,5,5,15,40,15,5,5,5,0,0,,,,
2022Jun,110,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,112,1.3,,,,,,,,,5,10,20,30,20,10,5,,,,,,,
2022Jun,114,1.2,,,,,,,,,,,,,,,,,,,,,,
2022Jun,115,,,,,,,,,,,,,,,,,,,,,,,
2022Jun,117,1.3,,,,,,,,,,,,,,,,,,,,,,
2022Jun,118,1.1,,,,,,,,,,,,,,,,,,,,,,
2022Jun,119,,,,,,,,,,,5,5,80,5,5,,,,,,,,
2022Jun,121,1.15,0,0,0,0,0,1,2,3,7,15,22,25,19,5,1,0,0,0,,,,
2022Jun,127,1.2,0,0,0,0,0,0,5.5407383568,3.2049151374,5.5763395688,8.0579193385,10.4813830916,12.9354022877,12.2726225167,12.2728806689,10.4818240463,8.0584278463,5.5768087842,5.5407383568,,,,
2022Jun,128,1.5,,,,,,1,1,1,2,5,10,15,35,15,8,4,2,1,,,,
2022Jun,131,1.2,,,,,,,,,5,10,20,40,20,5,,,,,,,,
2025,4,1.7,1,1,1,1,1,1,1,1,1,6.5,12.5,20,20,12.5,10,5,3.5,1,,,,
2025,5,1.7,,,,,,,,,1,2,7,25,30,25,7,2,1,,,,,
2025,6,1.5,,,,,,,,,,,15,35,35,15,,,,,,,,
2025,7,,,,,,,,,,,,,,,,,,,,,,,
2025,14,2.1,,,,,,,0,0,2,4,8,14,18,21,16,10,4,3,,,,
2025,15,1.9,,,,,,,,,,5,10,15,20,20,15,10,5,,,,,
2025,16,1.2,,,,,,1,2,3,5,10,18,22,18,10,5,3,2,1,,,,
2025,20,1.6,,,,,,,,,3,7,10,25,30,20,5,,,,,,,
2025,22,1.7,,,,,,,,,,,10,20,40,20,10,,,,,,,
2025,23,1.6,,,,,,,,,,5,14,17,20,17,14,10,3,,,,,
2025,24,1.1744046007,,,,,,,4,6,8,10,15,16,13,11,8,4,3,2,,,,
